fecha,maxima,minima,tmedia
1963-11-25,23.3,15.5,19.4
1964-11-25,23,15,19
1965-11-25,22.3,15.5,18.9
1966-11-25,20.6,17.5,19
1967-11-25,22.6,15.2,18.9
1968-11-25,25,18.8,21.9
1969-11-25,20.9,17.4,19.2
1970-11-25,20.2,14.8,17.5
1971-11-25,21.5,16.2,18.8
1972-11-25,21.3,15.6,18.4
1973-11-25,23.6,19.4,21.5
1974-11-25,21.4,17.4,19.4
1975-11-25,19.6,16.4,18
1976-11-25,21.2,17.2,19.2
1977-11-25,20,16,18
1978-11-25,23,19.4,21.2
1979-11-25,22,14.8,18.4
1980-11-25,23,17.6,20.3
1981-11-25,23.6,18.2,20.9
1982-11-25,24,18.4,21.2
1983-11-25,24.8,19,21.9
1984-11-25,25.8,16,20.9
1985-11-25,25,18,21.5
1986-11-25,22.6,17.8,20.2
1987-11-25,22,15.4,18.7
1988-11-25,23.2,16,19.6
1989-11-25,22.6,18,20.3
1990-11-25,24.5,16.5,20.5
1991-11-25,23,12.8,17.9
1992-11-25,25.4,18.6,22
1993-11-25,20.5,15,17.8
1994-11-25,24.2,17,20.6
1995-11-25,26.2,17.4,21.8
1996-11-25,23,18,20.5
1997-11-25,25,18,21.5
1998-11-25,24,19.8,21.9
1999-11-25,22.3,17.6,20
2000-11-25,23.9,19,21.4
2001-11-25,22.6,19.1,20.8
2002-11-25,24.1,19.2,21.6
2003-11-25,21.2,16,18.6
2004-11-25,24.3,19.9,22.1
2005-11-25,23,18.2,20.6
2006-11-25,22.2,16.7,19.4
2007-11-25,21.1,14.5,17.8
2008-11-25,20.8,14.9,17.8
2009-11-25,25.6,17.6,21.6
2010-11-25,23.2,18.3,20.8
2011-11-25,23,17.6,20.3
2012-11-25,27.9,17.6,22.8
2013-11-25,21.2,18.3,19.8
2014-11-25,23.2,19.3,21.2
2015-11-25,23.1,19.4,21.2
2016-11-25,22.5,15.2,18.8
2017-11-25,27.4,20,23.7
2018-11-25,23.6,16.2,19.9
1951-11-26,23.6,15,19.3
1952-11-26,25,17.6,21.3
1953-11-26,24.7,19.8,22.2
1954-11-26,22,17.5,19.8
1955-11-26,22.8,18.2,20.5
1956-11-26,21.2,17,19.1
1957-11-26,21.4,16.2,18.8
1958-11-26,22.5,14,18.2
1961-11-26,23.3,17.3,20.3
1962-11-26,21.5,14,17.8
1963-11-26,22.6,19,20.8
1964-11-26,23,14.6,18.8
1965-11-26,22.5,14.1,18.3
1966-11-26,21,17.8,19.4
1967-11-26,22.5,15.4,19
1968-11-26,23.4,18,20.7
1969-11-26,19.2,18,18.6
1970-11-26,22.4,15,18.7
1971-11-26,20.8,14.8,17.8
1972-11-26,22.4,15.5,19
1973-11-26,22.6,19,20.8
1974-11-26,22.6,17.4,20
1975-11-26,21.4,16,18.7
1976-11-26,21.2,17.4,19.3
1977-11-26,19,14,16.5
1978-11-26,22.4,19.2,20.8
1979-11-26,23.6,16.8,20.2
1980-11-26,22.2,17,19.6
1981-11-26,23.8,17.2,20.5
1982-11-26,22.6,17,19.8
1983-11-26,26.5,20,23.2
1984-11-26,22.6,18,20.3
1985-11-26,22.4,18.8,20.6
1986-11-26,21.6,17,19.3
1987-11-26,21.5,17,19.2
1988-11-26,23.6,17,20.3
1989-11-26,26,19,22.5
1990-11-26,23.2,17,20.1
1991-11-26,24,16,20
1992-11-26,24.5,19,21.8
1993-11-26,21.4,15.5,18.4
1994-11-26,23,20,21.5
1995-11-26,22.4,17,19.7
1996-11-26,23,18,20.5
1997-11-26,25,18.7,21.8
1998-11-26,23,19.4,21.2
1999-11-26,21.3,17.5,19.4
2000-11-26,23.1,18,20.6
2001-11-26,22.3,18.3,20.3
2002-11-26,24.3,19.2,21.8
2003-11-26,21,16.7,18.8
2004-11-26,25,19.6,22.3
2005-11-26,22.5,17.4,20
2006-11-26,22.3,16.4,19.4
2007-11-26,21.9,15.4,18.6
2008-11-26,19.4,14.5,17
2009-11-26,25.4,18.3,21.8
2010-11-26,27.2,21.4,24.3
2011-11-26,22.7,17.8,20.2
2012-11-26,26.4,17.7,22
2013-11-26,21.8,16.7,19.2
2014-11-26,24.6,18.7,21.6
2015-11-26,23.6,19.2,21.4
2016-11-26,22.1,15.7,18.9
2017-11-26,27.2,20,23.6
2018-11-26,22.9,17.9,20.4
1951-11-27,23.2,15,19.1
1952-11-27,19.8,18,18.9
1953-11-27,25.2,16,20.6
1954-11-27,21.4,16.3,18.8
1955-11-27,28.5,20,24.2
1956-11-27,19.5,16,17.8
1957-11-27,22,14.5,18.2
1958-11-27,22,14.4,18.2
1961-11-27,25,17.4,21.2
1962-11-27,24,16,20
1963-11-27,22.4,18,20.2
1964-11-27,25,16.7,20.8
1965-11-27,23,14.7,18.8
1966-11-27,21.6,17.6,19.6
1967-11-27,22,17.4,19.7
1968-11-27,23.2,15.4,19.3
1969-11-27,21,17.4,19.2
1970-11-27,23.6,15.4,19.5
1971-11-27,20.6,15.5,18
1972-11-27,23.8,16.2,20
1973-11-27,22.4,17.8,20.1
1974-11-27,23.6,16.2,19.9
1975-11-27,21.6,17,19.3
1976-11-27,21.6,18,19.8
1977-11-27,19.4,15.3,17.4
1978-11-27,21.6,18,19.8
1979-11-27,26.4,21,23.7
1980-11-27,23.2,19.2,21.2
1981-11-27,24.6,16,20.3
1982-11-27,20.8,17.6,19.2
1983-11-27,24.6,19.4,22
1984-11-27,22.5,16,19.2
1985-11-27,24,16.6,20.3
1986-11-27,23.4,15.4,19.4
1987-11-27,22,17.6,19.8
1988-11-27,23,17,20
1989-11-27,22.5,17.4,20
1990-11-27,21,15.5,18.2
1991-11-27,20.5,14,17.2
1992-11-27,24.6,17.8,21.2
1993-11-27,21,14.6,17.8
1994-11-27,25,18,21.5
1995-11-27,22,16.2,19.1
1996-11-27,25.8,17.6,21.7
1997-11-27,26.2,19.4,22.8
1998-11-27,23.8,19.8,21.8
1999-11-27,21.9,16.2,19
2000-11-27,26.7,16.3,21.5
2001-11-27,21.8,17.7,19.8
2002-11-27,23.2,18.8,21
2003-11-27,20.9,16.8,18.8
2004-11-27,23.2,17.8,20.5
2005-11-27,22.5,16.1,19.3
2006-11-27,22.6,16.3,19.4
2007-11-27,22,15.7,18.8
2008-11-27,19.2,13.1,16.2
2009-11-27,25.7,17.5,21.6
2010-11-27,26.5,19.4,23
2011-11-27,22.8,17.4,20.1
2012-11-27,23.1,18.7,20.9
2013-11-27,23.3,17.7,20.5
2014-11-27,22.4,18.1,20.2
2015-11-27,24.3,18.7,21.5
2016-11-27,23.4,16,19.7
2017-11-27,29,19.7,24.4
2018-11-27,22.3,17.8,20
1951-11-28,25.2,15.6,20.4
1952-11-28,22.4,18.4,20.4
1953-11-28,25.2,16.4,20.8
1954-11-28,21.5,14.8,18.2
1955-11-28,28.5,17.8,23.2
1956-11-28,19,17,18
1957-11-28,20.5,14.2,17.4
1958-11-28,21,15.5,18.2
1961-11-28,21.4,15.6,18.5
1962-11-28,22.5,17,19.8
1963-11-28,22.2,18.4,20.3
1964-11-28,22.4,17.4,19.9
1965-11-28,22.5,16.8,19.6
1966-11-28,20.6,17.3,19
1967-11-28,19.5,17.8,18.6
1968-11-28,21.6,16,18.8
1969-11-28,21.2,17.4,19.3
1970-11-28,29,17,23
1971-11-28,20.5,15.6,18
1972-11-28,20.6,16.5,18.6
1973-11-28,22.6,18.2,20.4
1974-11-28,20.4,16.8,18.6
1975-11-28,21,17.8,19.4
1976-11-28,21,16.8,18.9
1977-11-28,20.8,16.4,18.6
1978-11-28,21.2,17,19.1
1979-11-28,25.6,21,23.3
1980-11-28,21.6,17.4,19.5
1981-11-28,24,18,21
1982-11-28,22,16.6,19.3
1983-11-28,23.6,17.4,20.5
1984-11-28,24,18,21
1985-11-28,23,18.4,20.7
1986-11-28,23.4,14.8,19.1
1987-11-28,22,17.5,19.8
1988-11-28,23.5,17.3,20.4
1989-11-28,20.8,15,17.9
1990-11-28,23.2,15.2,19.2
1991-11-28,22.5,13,17.8
1992-11-28,24,17,20.5
1993-11-28,21.5,13.4,17.4
1994-11-28,23.6,18,20.8
1995-11-28,21,14.2,17.6
1996-11-28,24,18,21
1997-11-28,24,19.3,21.6
1998-11-28,23.5,18.6,21
1999-11-28,22,15.2,18.6
2000-11-28,28.1,18.3,23.2
2001-11-28,20.9,17.7,19.3
2002-11-28,25.5,19.8,22.6
2003-11-28,21.5,18,19.8
2004-11-28,25.1,18.1,21.6
2005-11-28,26.1,16.8,21.4
2006-11-28,22.3,17.3,19.8
2007-11-28,23.1,16.6,19.8
2008-11-28,19.8,15,17.4
2009-11-28,24.1,16.4,20.2
2010-11-28,26,17.8,21.9
2011-11-28,21.7,17.5,19.6
2012-11-28,22.3,16.8,19.6
2013-11-28,26.1,15.5,20.8
2014-11-28,23.7,17.4,20.6
2015-11-28,23.9,19.6,21.8
2016-11-28,22.4,16.4,19.4
2017-11-28,26.7,19.1,22.9
2018-11-28,21.9,16.7,19.3
1951-11-29,23.8,13.6,18.7
1952-11-29,27,18.8,22.9
1953-11-29,25.3,17.8,21.6
1954-11-29,20.5,13.5,17
1955-11-29,28.5,17,22.8
1956-11-29,20.8,16.4,18.6
1957-11-29,22.6,11.6,17.1
1958-11-29,22.5,15.2,18.8
1961-11-29,21.8,15,18.4
1962-11-29,23,15.8,19.4
1963-11-29,22.4,16.6,19.5
1964-11-29,22.5,16.7,19.6
1965-11-29,22,16,19
1966-11-29,20.3,12,16.2
1967-11-29,20,17.8,18.9
1968-11-29,21.6,15.8,18.7
1969-11-29,21.6,17,19.3
1970-11-29,20,17,18.5
1971-11-29,20.5,16.6,18.6
1972-11-29,21,16.4,18.7
1973-11-29,22.6,18.6,20.6
1974-11-29,20.4,15.8,18.1
1975-11-29,21,16.4,18.7
1976-11-29,21.8,16.2,19
1977-11-29,23,13.2,18.1
1978-11-29,22.4,17.4,19.9
1979-11-29,23.6,18,20.8
1980-11-29,21.2,16.4,18.8
1981-11-29,22.4,18.2,20.3
1982-11-29,21,16.8,18.9
1983-11-29,22.8,16,19.4
1984-11-29,22,16,19
1985-11-29,23,17,20
1986-11-29,23.4,14.8,19.1
1987-11-29,23,17,20
1988-11-29,23,15.4,19.2
1989-11-29,23,15,19
1990-11-29,21,17,19
1991-11-29,22.5,13,17.8
1992-11-29,23.2,17.2,20.2
1993-11-29,22.4,13,17.7
1994-11-29,24,17,20.5
1995-11-29,24,14.2,19.1
1996-11-29,23,19.4,21.2
1997-11-29,24.4,19.3,21.8
1998-11-29,24,19.2,21.6
1999-11-29,22.1,15.9,19
2000-11-29,23.3,17,20.2
2001-11-29,22.1,18.5,20.3
2002-11-29,23,19.2,21.1
2003-11-29,21.9,18.4,20.2
2004-11-29,25.3,19.5,22.4
2005-11-29,24.6,17,20.8
2006-11-29,22.3,17.4,19.8
2007-11-29,21.3,14.6,18
2008-11-29,19,13.3,16.2
2009-11-29,25.9,17.1,21.5
2010-11-29,25.2,18.7,22
2011-11-29,21.8,17.6,19.7
2012-11-29,21.9,16.3,19.1
2013-11-29,22.8,17.5,20.2
2014-11-29,22.6,14.8,18.7
2015-11-29,22.8,18.7,20.8
2016-11-29,21.7,17.1,19.4
2017-11-29,23.2,18.7,21
2018-11-29,23.2,16.2,19.7
1951-11-30,23.8,15,19.4
1952-11-30,26,18,22
1953-11-30,26.6,18,22.3
1954-11-30,21.6,14.2,17.9
1955-11-30,25,16,20.5
1956-11-30,21,16.2,18.6
1957-11-30,21.8,12.5,17.2
1958-11-30,23.4,11.3,17.4
1961-11-30,22.2,17.6,19.9
1962-11-30,22,15.8,18.9
1963-11-30,22,15.6,18.8
1964-11-30,20,16.4,18.2
1965-11-30,22.4,17.6,20
1966-11-30,20.8,16.7,18.8
1967-11-30,21.2,15.6,18.4
1968-11-30,21.6,15,18.3
1969-11-30,21,17,19
1970-11-30,22,17,19.5
1971-11-30,21,16.2,18.6
1972-11-30,20.6,16.5,18.6
1973-11-30,24,18,21
1974-11-30,20.4,16,18.2
1975-11-30,21.8,16.6,19.2
1976-11-30,21,17,19
1977-11-30,23,16,19.5
1978-11-30,21.6,17,19.3
1979-11-30,23.6,18,20.8
1980-11-30,23.6,15,19.3
1981-11-30,21.2,18,19.6
1982-11-30,21.2,16,18.6
1983-11-30,21.8,15,18.4
1984-11-30,23.2,14.6,18.9
1985-11-30,23.4,14.6,19
1986-11-30,24,14.2,19.1
1987-11-30,25,17.2,21.1
1988-11-30,22.4,14.2,18.3
1989-11-30,22.4,14,18.2
1990-11-30,25,17,21
1991-11-30,23,14.2,18.6
1992-11-30,24,16.2,20.1
1993-11-30,23.6,14,18.8
1994-11-30,26.6,14.6,20.6
1995-11-30,23,16.6,19.8
1996-11-30,23.8,18.2,21
1997-11-30,26,19.6,22.8
1998-11-30,24,17.8,20.9
1999-11-30,19.6,15.8,17.7
2000-11-30,22.4,16.4,19.4
2001-11-30,22.7,18.6,20.6
2002-11-30,23.8,19.2,21.5
2003-11-30,22,16.9,19.4
2004-11-30,23.7,17.4,20.6
2005-11-30,21.5,16.3,18.9
2006-11-30,24.4,16.4,20.4
2007-11-30,21.4,15.6,18.5
2008-11-30,21.7,14.2,18
2009-11-30,24,18,21
2010-11-30,26.8,18.4,22.6
2011-11-30,22.5,16.5,19.5
2012-11-30,22.4,16.6,19.5
2013-11-30,22.2,18.3,20.2
2014-11-30,23.3,16.5,19.9
2015-11-30,25.6,17.7,21.6
2016-11-30,24.5,16.6,20.6
2017-11-30,24.2,18.4,21.3
2018-11-30,22.4,17.3,19.8
